handle|title|journal|year|vol|issue|page|end page|author
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:1-22|The Econometrics of Ultra-High Frequency Data|Econometrica|2000|68|1|1|22|Robert F. Engle
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:23-52|A Three-Step Method for Choosing the Number of Bootstrap Repetitions|Econometrica|2000|68|1|23|52|Donald W. K. Andrews
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:23-52|A Three-Step Method for Choosing the Number of Bootstrap Repetitions|Econometrica|2000|68|1|23|52|Moshe Buchinsky
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:53-84|Latent Separability: Grouping Goods without Weak Separability|Econometrica|2000|68|1|53|84|Richard Blundell
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:53-84|Latent Separability: Grouping Goods without Weak Separability|Econometrica|2000|68|1|53|84|Jean-Marc Robin
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:85-118|Bargaining and Reputation|Econometrica|2000|68|1|85|118|Dilip Abreu
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:85-118|Bargaining and Reputation|Econometrica|2000|68|1|85|118|Faruk Gul
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:119-134|Optimal Contracts when Enforcement Is a Decision Variable|Econometrica|2000|68|1|119|134|Stefan Krasa
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:119-134|Optimal Contracts when Enforcement Is a Decision Variable|Econometrica|2000|68|1|119|134|Anne P. Villamil
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:135-148|Information Acquisition in Auctions|Econometrica|2000|68|1|135|148|Nicola Persico
RePEc:ecm:emetrp:v:68:y:2000:i:1:p:149-156|A Divisible Search Model of Fiat Money: A Comment|Econometrica|2000|68|1|149|156|Bernhard Rauch
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:247-274|Inflation and Welfare|Econometrica|2000|68|2|247|274|Robert E. Lucas, Jr.
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:275-308|Mortgage Terminations, Heterogeneity and the Exercise of Mortgage Options|Econometrica|2000|68|2|275|308|Yongheng Deng
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:275-308|Mortgage Terminations, Heterogeneity and the Exercise of Mortgage Options|Econometrica|2000|68|2|275|308|John M. Quigley
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:275-308|Mortgage Terminations, Heterogeneity and the Exercise of Mortgage Options|Econometrica|2000|68|2|275|308|Robert Van Order
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:309-342|Mechanism Design with Collusion and Correlation|Econometrica|2000|68|2|309|342|Jean-Jacques Laffont
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:309-342|Mechanism Design with Collusion and Correlation|Econometrica|2000|68|2|309|342|David Martimort
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:343-370|Assortative Matching and Search|Econometrica|2000|68|2|343|370|Robert Shimer
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:343-370|Assortative Matching and Search|Econometrica|2000|68|2|343|370|Lones Smith
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:371-398|Pathological Outcomes of Observational Learning|Econometrica|2000|68|2|371|398|Lones Smith
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:371-398|Pathological Outcomes of Observational Learning|Econometrica|2000|68|2|371|398|Peter Sorensen
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:399-406|Inconsistency of the Bootstrap when a Parameter Is on the Boundary of the Parameter Space|Econometrica|2000|68|2|399|406|Donald W. K. Andrews
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:407-424|Consistency of Kernel Estimators of Heteroscedastic and Autocorrelated Covariance Matrices|Econometrica|2000|68|2|407|424|Robert M. De Jong
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:407-424|Consistency of Kernel Estimators of Heteroscedastic and Autocorrelated Covariance Matrices|Econometrica|2000|68|2|407|424|James Davidson
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:425-434|Temporal Resolution of Uncertainty and Recursive Non-Expected Utility Models|Econometrica|2000|68|2|425|434|Simon Grant
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:425-434|Temporal Resolution of Uncertainty and Recursive Non-Expected Utility Models|Econometrica|2000|68|2|425|434|Atsushi Kajii
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:425-434|Temporal Resolution of Uncertainty and Recursive Non-Expected Utility Models|Econometrica|2000|68|2|425|434|Ben Polak
RePEc:ecm:emetrp:v:68:y:2000:i:2:p:435-441|Do Sunspots Matter when Spot Market Equilibria Are Unique?|Econometrica|2000|68|2|435|441|Thorsten Hens
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:525-574|Optimal Nonparametric Estimation of First-Price Auctions|Econometrica|2000|68|3|525|574|Emmanuel Guerre
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:525-574|Optimal Nonparametric Estimation of First-Price Auctions|Econometrica|2000|68|3|525|574|Isabelle Perrigne
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:525-574|Optimal Nonparametric Estimation of First-Price Auctions|Econometrica|2000|68|3|525|574|Quang Vuong
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:575-604|Sample Splitting and Threshold Estimation|Econometrica|2000|68|3|575|604|Bruce E. Hansen
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:605-642|Reinforcement-Based vs. Belief-Based Learning Models in Experimental Asymmetric-Information|Econometrica|2000|68|3|605|642|Nick Feltovich
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:643-684|Priority Rules and Other Asymmetric Rationing Methods|Econometrica|2000|68|3|643|684|Hervé Moulin
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:685-694|Sharing Beliefs: Between Agreeing and Disagreeing|Econometrica|2000|68|3|685|694|Antoine Billot
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:685-694|Sharing Beliefs: Between Agreeing and Disagreeing|Econometrica|2000|68|3|685|694|Alain Chateauneuf
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:685-694|Sharing Beliefs: Between Agreeing and Disagreeing|Econometrica|2000|68|3|685|694|Itzhak Gilboa
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:685-694|Sharing Beliefs: Between Agreeing and Disagreeing|Econometrica|2000|68|3|685|694|Jean-Marc Tallon
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:695-714|Simple Robust Testing of Regression Hypotheses|Econometrica|2000|68|3|695|714|Nicholas M. Kiefer
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:695-714|Simple Robust Testing of Regression Hypotheses|Econometrica|2000|68|3|695|714|Timothy J. Vogelsang
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:695-714|Simple Robust Testing of Regression Hypotheses|Econometrica|2000|68|3|695|714|Helle Bunzel
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:715-720|Robust Wald Tests in SUR Systems with Adding-up Restrictions|Econometrica|2000|68|3|715|720|B. Ravikumar
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:715-720|Robust Wald Tests in SUR Systems with Adding-up Restrictions|Econometrica|2000|68|3|715|720|Surajit Ray
RePEc:ecm:emetrp:v:68:y:2000:i:3:p:715-720|Robust Wald Tests in SUR Systems with Adding-up Restrictions|Econometrica|2000|68|3|715|720|N. Eugene Savin
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:775-798|Efficiency, Equilibrium, and Asset Pricing with Risk of Default|Econometrica|2000|68|4|775|798|Fernando Alvarez
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:775-798|Efficiency, Equilibrium, and Asset Pricing with Risk of Default|Econometrica|2000|68|4|775|798|Urban J. Jermann
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:799-838|Competing Mechanisms in a Common Value Environment|Econometrica|2000|68|4|799|838|Bruno Biais
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:799-838|Competing Mechanisms in a Common Value Environment|Econometrica|2000|68|4|799|838|David Martimort
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:799-838|Competing Mechanisms in a Common Value Environment|Econometrica|2000|68|4|799|838|Jean-Charles Rochet
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:839-874|Panel Data Discrete Choice Models with Lagged Dependent Variables|Econometrica|2000|68|4|839|874|Bo E. Honoré
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:839-874|Panel Data Discrete Choice Models with Lagged Dependent Variables|Econometrica|2000|68|4|839|874|Ekaterini Kyriazidou
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:875-910|A Theory of the Firm with Non-Binding Employment Contracts|Econometrica|2000|68|4|875|910|Asher Wolinsky
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:911-930|The Monotonicity of Individual and Market Demand|Econometrica|2000|68|4|911|930|John K.-H. Quah
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:931-980|Edgeworth Expansions for Semiparametric Averaged Derivatives|Econometrica|2000|68|4|931|980|Y. Nishiyama
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:931-980|Edgeworth Expansions for Semiparametric Averaged Derivatives|Econometrica|2000|68|4|931|980|P. M. Robinson
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:981-996|Self-Selective Social Choice Functions Verify Arrow and Gibbarad- Satterthwaite Theorems|Econometrica|2000|68|4|981|996|Semih Koray
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:997-1012|Monotone Instrumental Variables, with an Application to the Returns to Schooling|Econometrica|2000|68|4|997|1012|Charles F. Manski
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:997-1012|Monotone Instrumental Variables, with an Application to the Returns to Schooling|Econometrica|2000|68|4|997|1012|John V. Pepper
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:1013-1022|A Simple Test of the Law of Demand for the United States|Econometrica|2000|68|4|1013|1022|Eduardo Zambrano
RePEc:ecm:emetrp:v:68:y:2000:i:4:p:1013-1022|A Simple Test of the Law of Demand for the United States|Econometrica|2000|68|4|1013|1022|Timothy J. Vogelsang
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1029-1054|Capital-Skill Complementarity and Inequality: A Macroeconomic Analysis|Econometrica|2000|68|5|1029|1054|Per Krusell
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1029-1054|Capital-Skill Complementarity and Inequality: A Macroeconomic Analysis|Econometrica|2000|68|5|1029|1054|Lee E. Ohanian
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1029-1054|Capital-Skill Complementarity and Inequality: A Macroeconomic Analysis|Econometrica|2000|68|5|1029|1054|JosÈ-Victor RÌos-Rull
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1029-1054|Capital-Skill Complementarity and Inequality: A Macroeconomic Analysis|Econometrica|2000|68|5|1029|1054|Giovanni L. Violante
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1055-1096|GMM with Weak Identification|Econometrica|2000|68|5|1055|1096|James H. Stock
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1055-1096|GMM with Weak Identification|Econometrica|2000|68|5|1055|1096|Jonathan Wright
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1097-1126|A Reality Check for Data Snooping|Econometrica|2000|68|5|1097|1126|Halbert White
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1127-1150|A Simple Adaptive Procedure Leading to Correlated Equilibrium|Econometrica|2000|68|5|1127|1150|Sergiu Hart
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1127-1150|A Simple Adaptive Procedure Leading to Correlated Equilibrium|Econometrica|2000|68|5|1127|1150|Andreu Mas-Colell
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1151-1180|Sticky Price Models of the Business Cycle: Can the Contract Multiplier Solve the Persistence Problem?|Econometrica|2000|68|5|1151|1180|V. V. Chari
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1151-1180|Sticky Price Models of the Business Cycle: Can the Contract Multiplier Solve the Persistence Problem?|Econometrica|2000|68|5|1151|1180|Patrick J. Kehoe
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1151-1180|Sticky Price Models of the Business Cycle: Can the Contract Multiplier Solve the Persistence Problem?|Econometrica|2000|68|5|1151|1180|Ellen R. McGrattan
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1181-1230|A Noncooperative Model of Network Formation|Econometrica|2000|68|5|1181|1230|Venkatesh Bala
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1181-1230|A Noncooperative Model of Network Formation|Econometrica|2000|68|5|1181|1230|Sanjeev Goyal
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1231-1248|Genericity and Markovian Behavior in Stochastic Games|Econometrica|2000|68|5|1231|1248|Hans Haller
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1231-1248|Genericity and Markovian Behavior in Stochastic Games|Econometrica|2000|68|5|1231|1248|Roger Lagunoff
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1249-1280|Nonstationary Binary Choice|Econometrica|2000|68|5|1249|1280|Joon Y. Park
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1249-1280|Nonstationary Binary Choice|Econometrica|2000|68|5|1249|1280|Peter C. B. Phillips
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1281-1292|Risk Aversion and Expected-Utility Theory: A Calibration Theorem|Econometrica|2000|68|5|1281|1292|Matthew Rabin
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1293-1294|Correction|Econometrica|2000|68|5|1293|1294|Arnold Zellner
RePEc:ecm:emetrp:v:68:y:2000:i:5:p:1293-1294|Correction|Econometrica|2000|68|5|1293|1294|Franz C. Palm
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1303-1342|Do Markets Favor Agents Able to Make Accurate Predicitions?|Econometrica|2000|68|6|1303|1342|Alvaro Sandroni
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1343-1376|Transform Analysis and Asset Pricing for Affine Jump-Diffusions|Econometrica|2000|68|6|1343|1376|Darrell Duffie
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1343-1376|Transform Analysis and Asset Pricing for Affine Jump-Diffusions|Econometrica|2000|68|6|1343|1376|Jun Pan
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1343-1376|Transform Analysis and Asset Pricing for Affine Jump-Diffusions|Econometrica|2000|68|6|1343|1376|Kenneth Singleton
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1377-1402|Accuracy of Numerical Solutions using the Euler Equation Residuals|Econometrica|2000|68|6|1377|1402|Manuel S. Santos
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1403-1434|Strategyproof Assignment by Hierarchical Exchange|Econometrica|2000|68|6|1403|1434|Szilvia Papai
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1435-1464|Statistical Inference for Stochastic Dominance and for the Measurement of Poverty and Inequality|Econometrica|2000|68|6|1435|1464|Russell Davidson
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1435-1464|Statistical Inference for Stochastic Dominance and for the Measurement of Poverty and Inequality|Econometrica|2000|68|6|1435|1464|Jean-Yves Duclos
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1465-1490|Nonparametric Test for Causality with Long-Range Dependence|Econometrica|2000|68|6|1465|1490|Javier Hidalgo
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1491-1510|Multiperson Bargaining and Strategic Complexity|Econometrica|2000|68|6|1491|1510|Kalyan Chatterjee
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1491-1510|Multiperson Bargaining and Strategic Complexity|Econometrica|2000|68|6|1491|1510|Hamid Sabourian
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1511-1516|Incomplete Learning from Endogenous Data in Dynamic Allocation|Econometrica|2000|68|6|1511|1516|Monica Brezzi
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1511-1516|Incomplete Learning from Endogenous Data in Dynamic Allocation|Econometrica|2000|68|6|1511|1516|Tze Leung Lai
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1517-1528|Covariance Matrix Estimation and the Power of the Overidentifying Restrictions Test|Econometrica|2000|68|6|1517|1528|Alastair R. Hall
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1529-1540|Uniqueness, Stability, and Comparative Statics in Rationalizable Walrasian Markets|Econometrica|2000|68|6|1529|1540|Donald J. Brown
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1529-1540|Uniqueness, Stability, and Comparative Statics in Rationalizable Walrasian Markets|Econometrica|2000|68|6|1529|1540|Chris Shannon
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1541-1548|Indeterminacy under Constant Returns to Scale in Multisector Economies|Econometrica|2000|68|6|1541|1548|Jess Benhabib
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1541-1548|Indeterminacy under Constant Returns to Scale in Multisector Economies|Econometrica|2000|68|6|1541|1548|Qinglai Meng
RePEc:ecm:emetrp:v:68:y:2000:i:6:p:1541-1548|Indeterminacy under Constant Returns to Scale in Multisector Economies|Econometrica|2000|68|6|1541|1548|Kazuo Nishimura
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:1-35|Corporate Governance|Econometrica|2001|69|1|1|35|Tirole, Jean
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:37-68|Efficiency of Large Private Value Auctions|Econometrica|2001|69|1|37|68|Swinkels, Jeroen M
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:69-116|Long-Term Debt and Optimal Policy in the Fiscal Theory of the Price Level|Econometrica|2001|69|1|69|116|Cochrane, John H
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:117-61|Nonlinear Regressions with Integrated Time Series|Econometrica|2001|69|1|117|161|Park, Joon Y
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:117-61|Nonlinear Regressions with Integrated Time Series|Econometrica|2001|69|1|117|161|Phillips, Peter C B
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:163-89|Fast Equilibrium Selection by Rational Players Living in a Changing World|Econometrica|2001|69|1|163|189|Burdzy, Krzysztof
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:163-89|Fast Equilibrium Selection by Rational Players Living in a Changing World|Econometrica|2001|69|1|163|189|Frankel, David M
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:163-89|Fast Equilibrium Selection by Rational Players Living in a Changing World|Econometrica|2001|69|1|163|189|Pauzner, Ady
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:191-200|A Folk Theorem for Asynchronously Repeated Games|Econometrica|2001|69|1|191|200|Yoon, Kiho
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:201-09|Identification and Estimation of Treatment Effects with a Regression-Discontinuity Design|Econometrica|2001|69|1|201|209|Hahn, Jinyong
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:201-09|Identification and Estimation of Treatment Effects with a Regression-Discontinuity Design|Econometrica|2001|69|1|201|209|Todd, Petra
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:201-09|Identification and Estimation of Treatment Effects with a Regression-Discontinuity Design|Econometrica|2001|69|1|201|209|Van der Klaauw, Wilbert
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:211-19|The Asymptotic Distribution of Unit Root Tests of Unstable Autoregressive Processes|Econometrica|2001|69|1|211|219|Nielsen, Bent
RePEc:ecm:emetrp:v:69:y:2001:i:1:p:221-22|Constructing Instruments for Regression with Measurement Error When No Additional Data Are Available: Comment|Econometrica|2001|69|1|221|222|Erickson, Timothy
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:265-306|Subjective Probabilities on Subjectively Unambiguous Events|Econometrica|2001|69|2|265|306|Epstein, Larry G
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:265-306|Subjective Probabilities on Subjectively Unambiguous Events|Econometrica|2001|69|2|265|306|Zhang, Jiankang
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:307-42|Measuring Market Power in the Ready-to-Eat Cereal Industry|Econometrica|2001|69|2|307|342|Nevo, Aviv
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:343-76|Unobservable Investment and the Hold-Up Problem|Econometrica|2001|69|2|343|376|Gul, Faruk
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:377-411|Costly Bargaining and Renegotiation|Econometrica|2001|69|2|377|411|Anderlini, Luca
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:377-411|Costly Bargaining and Renegotiation|Econometrica|2001|69|2|377|411|Felli, Leonardo
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:413-54|Behavior in Multi-unit Demand Auctions: Experiments with Uniform Price and Dynamic Vickrey Auctions|Econometrica|2001|69|2|413|454|Kagel, John H
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:413-54|Behavior in Multi-unit Demand Auctions: Experiments with Uniform Price and Dynamic Vickrey Auctions|Econometrica|2001|69|2|413|454|Levin, Dan
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:455-71|On the Generic Finiteness of Equilibrium Outcome Distributions in Game Forms|Econometrica|2001|69|2|455|471|Govindan, Srihari
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:455-71|On the Generic Finiteness of Equilibrium Outcome Distributions in Game Forms|Econometrica|2001|69|2|455|471|McLennan, Andrew
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:473-98|Potential Pitfalls for the Purchasing-Power-Parity Puzzle? Sampling and Specification Biases in Mean-Reversion Tests of the Law of One Price|Econometrica|2001|69|2|473|498|Taylor, Alan M
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:499-513|Nonparametric Estimation of a Generalized Additive Model with an Unknown Link Function|Econometrica|2001|69|2|499|513|Horowitz, Joel L
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:515-26|Decreasing Relative Risk Aversion and Tests of Risk Sharing|Econometrica|2001|69|2|515|526|Ogaki, Masao
RePEc:ecm:emetrp:v:69:y:2001:i:2:p:515-26|Decreasing Relative Risk Aversion and Tests of Risk Sharing|Econometrica|2001|69|2|515|526|Zhang, Qiang
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:537-73|A Parametric Approach to Flexible Nonlinear Inference|Econometrica|2001|69|3|537|573|Hamilton, James D
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:575-98|Liquidity Constrained Markets versus Debt Constrained Markets|Econometrica|2001|69|3|575|598|Kehoe, Timothy J
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:575-98|Liquidity Constrained Markets versus Debt Constrained Markets|Econometrica|2001|69|3|575|598|Levine, David K
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:599-631|An Adaptive, Rate-Optimal Test of a Parametric Mean-Regression Model against a Nonparametric Alternative|Econometrica|2001|69|3|599|631|Horowitz, Joel L
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:599-631|An Adaptive, Rate-Optimal Test of a Parametric Mean-Regression Model against a Nonparametric Alternative|Econometrica|2001|69|3|599|631|Spokoiny, Vladimir G
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:633-64|Term Structures of Credit Spreads with Incomplete Accounting Information|Econometrica|2001|69|3|633|664|Duffie, Darrell
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:633-64|Term Structures of Credit Spreads with Incomplete Accounting Information|Econometrica|2001|69|3|633|664|Lando, David
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:665-81|Public Disclosure and Dissimulation of Insider Trades|Econometrica|2001|69|3|665|681|Huddart, Steven
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:665-81|Public Disclosure and Dissimulation of Insider Trades|Econometrica|2001|69|3|665|681|Hughes, John S
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:665-81|Public Disclosure and Dissimulation of Insider Trades|Econometrica|2001|69|3|665|681|Levine, Carolyn B
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:683-734|Testing When a Parameter Is on the Boundary of the Maintained Hypothesis|Econometrica|2001|69|3|683|734|Andrews, Donald W K
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:735-47|Learning from Popularity|Econometrica|2001|69|3|735|747|Juang, Wei-Torng
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:749-64|Optimization Incentives and Coordination Failure in Laboratory Stag Hunt Games|Econometrica|2001|69|3|749|764|Battalio, Raymond
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:749-64|Optimization Incentives and Coordination Failure in Laboratory Stag Hunt Games|Econometrica|2001|69|3|749|764|Samuelson, Larry
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:749-64|Optimization Incentives and Coordination Failure in Laboratory Stag Hunt Games|Econometrica|2001|69|3|749|764|Van Huyck, John
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:765-69|Direct Proofs of Generic Finiteness of Nash Equilibrium Outcomes|Econometrica|2001|69|3|765|769|Govindan, Srihari
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:765-69|Direct Proofs of Generic Finiteness of Nash Equilibrium Outcomes|Econometrica|2001|69|3|765|769|Wilson, Robert
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:771-84|Income Taxes and the Provision of Public Goods: Existence of an Optimum|Econometrica|2001|69|3|771|784|Berliant, Marcus
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:771-84|Income Taxes and the Provision of Public Goods: Existence of an Optimum|Econometrica|2001|69|3|771|784|Page, Frank H, Jr
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:785-92|Some Limitations of Virtual Bayesian Implementation|Econometrica|2001|69|3|785|792|Serrano, Roberto
RePEc:ecm:emetrp:v:69:y:2001:i:3:p:785-92|Some Limitations of Virtual Bayesian Implementation|Econometrica|2001|69|3|785|792|Vohra, Rajiv
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:831-59|Nonspeculative Bubbles in Experimental Asset Markets: Lack of Common Knowledge of Rationality vs. Actual Irrationality|Econometrica|2001|69|4|831|859|Lei, Vivian
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:831-59|Nonspeculative Bubbles in Experimental Asset Markets: Lack of Common Knowledge of Rationality vs. Actual Irrationality|Econometrica|2001|69|4|831|859|Noussair, Charles N
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:831-59|Nonspeculative Bubbles in Experimental Asset Markets: Lack of Common Knowledge of Rationality vs. Actual Irrationality|Econometrica|2001|69|4|831|859|Plott, Charles R
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:861-89|Single Crossing Properties and the Existence of Pure Strategy Equilibria in Games of Incomplete Information|Econometrica|2001|69|4|861|889|Athey, Susan
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:891-934|Representing Preferences with a Unique Subjective State Space|Econometrica|2001|69|4|891|934|Dekel, Eddie
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:891-934|Representing Preferences with a Unique Subjective State Space|Econometrica|2001|69|4|891|934|Lipman, Barton L
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:891-934|Representing Preferences with a Unique Subjective State Space|Econometrica|2001|69|4|891|934|Rustichini, Aldo
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:935-57|Dynamic Choices of Hyperbolic Consumers|Econometrica|2001|69|4|935|957|Harris, Christopher
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:935-57|Dynamic Choices of Hyperbolic Consumers|Econometrica|2001|69|4|935|957|Laibson, David
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:959-93|Likelihood Inference for Discretely Observed Nonlinear Diffusions|Econometrica|2001|69|4|959|993|Elerain, Ola
RePEc:ecm:emetrp:v:69:y:2001:i:4:p:959-93|Likelihood Inference for Discretely Observed Nonlinear Diffusions|Econometrica|2001|69|4|959|993|Chib, Siddhartha
