econometrica;Gene M Grossman;pgr21
econometrica;Georgy Egorov;peg15
econometrica;Godfrey Keller;pke68
econometrica;Hamilton James D;pha60
econometrica;Harris Christopher;pha589
econometrica;Hermalin Benjamin E;phe59
econometrica;Huddart Steven;phu19
econometrica;Ian A Crawford;pcr80
econometrica;Ian King;pki32
econometrica;Igor Kopylov;pko343
econometrica;Ingrid Van Keilegom;pva907
econometrica;J Hualde;phu337
econometrica;J P Florens;pfl63
econometrica;J Rust;pru5
econometrica;Jan De Loecker;pde165
econometrica;Janice C Eberly;peb3
econometrica;Jeremy T Fox;pfo144
econometrica;John Duggan;pdu172
econometrica;Jrgen W Weibull;pwe185
econometrica;Kamihigashi Takashi;pka662
econometrica;Kandori Michihiro;pka612
econometrica;Kehoe Timothy J;pke16
econometrica;Ken Burdett;pbu202
econometrica;Kirill Evdokimov;pev71
econometrica;Krishna Vijay;pkr252
econometrica;Laibson David;pla164
econometrica;Lan Zhang;pzh479
econometrica;Lando David;pla6
econometrica;Larry Samuelson;psa80
econometrica;Le Breton Michel;ple87
econometrica;Lehrer Ehud;ple55
econometrica;Marion Oury;pou34
econometrica;Michael Kremer;pkr20
econometrica;Michelle Sovinsky Goeree;pgo130
econometrica;Morten I Lau;pla724
econometrica;Neil Wallace;pwa33
econometrica;Nengjiu Ju;pju143
econometrica;Noussair Charles N;pno50
econometrica;Ogaki Masao;pog9
econometrica;Oliver Board;pbo163
econometrica;Orazio P Attanasio;pat7
econometrica;P A Chiappori;pch377
econometrica;Page Frank H Jr;ppa950
econometrica;Panle Jia;pji114
econometrica;Pauzner Ady;ppa1142
econometrica;Peter Bossaerts;pbo132
econometrica;Philipson Tomas;pph37
econometrica;R Guesnerie;pgu36
econometrica;R Preston McAfee;pmc32
econometrica;Robert E Lucas;plu15
econometrica;Robert F Engle;pen9
econometrica;Robert Weber;pwe89
econometrica;Robert Weber;pwe237
econometrica;Rod Garratt;pga75
econometrica;Roger Koenker;pko146
econometrica;Sokbae Lee;ple107
econometrica;Stavros Panageas;ppa250
econometrica;Strausz Roland;pst3
econometrica;Taylor Alan M;pta46
econometrica;Thomas J Holmes;pho45
econometrica;Thomas Jonathan P;pth3
econometrica;Timothy C Salmon;psa181
econometrica;Tirole Jean;pti33
econometrica;Todd Petra;pto286
econometrica;Ui Takashi;pui3
econometrica;Ulf von LilienfeldToal;pvo213
econometrica;V V Chari;pch40
econometrica;Van der Klaauw Wilbert;pva186
econometrica;Van Huyck John;pva737
econometrica;Wakker Peter P;pwa205
econometrica;Woglom Geoffrey;pwo289
econometrica;Xun Tang;pta642
econometrica;Yoon Kiho;pyo6
econometrica;Yu Chen;pch780
econometrica;Yu Chen;pch1202
econometrica;Zhang Jiankang;pzh350
econometrica;Zhang Qiang;pzh149
jpolec;Ali Shourideh;psh346
jpolec;Anant Nyshadham;pny23
jpolec;Andrea Tambalotti;pta51
jpolec;Anna Raute;pra965
jpolec;Antoinette Schoar;psc180
jpolec;Anwen Zhang;pzh596
jpolec;Ariel Zetlin Jones;pze144
jpolec;Armando Gomes;pgo6
jpolec;Benjamin Lester;ple283
jpolec;Calvo Armengol Antoni;pca168
jpolec;Coen N Teulings;pte85
jpolec;David Krisztian Nagy;pna554
jpolec;Dean Corbae;pco94
jpolec;Donald R Davis;pda33
jpolec;Edward Vytlacil;pvy2
jpolec;Eleonora Patacchini;ppa393
jpolec;Eugenio Proto;ppr82
jpolec;Flavio Cunha;pcu47
jpolec;Francesco Squintani;psq1
jpolec;Frederico Finan;pfi199
jpolec;Georgy Egorov;peg15
jpolec;Ghazala Azmat;paz74
jpolec;Giorgio E Primiceri;ppr18
jpolec;HAlA ne Rey;pre8
jpolec;Hans Joachim Voth;pvo5
jpolec;Hideo Owan;pow33
jpolec;Itay Saporta Eksten;psa1164
jpolec;Jane Cooley Fruehwirth;pfr281
jpolec;Jean Michel Benkert;pbe846
jpolec;Jean Pierre H DubA;pcl133
jpolec;Jean Pierre H DubA;pge217
jpolec;Jeremy T Fox;pfo144
jpolec;John Morrow;pmo258
jpolec;Jon Eguia;peg4
jpolec;Juan Carlos Hatchondo;pha599
jpolec;Lanny Zrill;pzr6
jpolec;Lars Lefgren;ple392
jpolec;Laurent Bouton;pbo198
jpolec;M Keith Chen;pch1176
jpolec;M Utku Unver;pun2
jpolec;Marc Weidenmier;pwe14
jpolec;Margherita Negri;pne194
jpolec;Matthias Kehrig;pke209
jpolec;Melanie Morten;pmo833
jpolec;Monica Costa Dias;pco852
jpolec;Nancy Qian;pqi25
jpolec;Neil Wallace;pwa33
jpolec;Nicolas Pistolesi;ppi69
jpolec;Paul J Healy;phe62
jpolec;Paulo Natenzon;pna312
jpolec;Peter Bossaerts;pbo132
jpolec;Philip J Reny;pre196
jpolec;Rainer Haselmann;pha133
jpolec;Rebecca Diamond;pdi467
jpolec;Robert Clark;pcl142
jpolec;Robin S Lee;ple409
jpolec;Rong Xu;pxu137
jpolec;Seong Hoon Kim;pki269
jpolec;Stefano Fiorin;pfi338
jpolec;Stephen P Ryan;pry32
jpolec;Swati Dhingra;pdh18
jpolec;Thomas Blake;pbl139
jpolec;Thomas Cornelissen;pco203
jpolec;Tirthatanmoy Das;pda852
jpolec;Tomasz Piskorski;ppi49
jpolec;Vernon Henderson;phe30
jpolec;Vincenzo Quadrini;pqu2
jpolec;W Reed Walker;pwa410
jpolec;William Zame;pza30
qjecon;Alan M Taylor;pta46
qjecon;Alberto Alesina;pal207
qjecon;Alberto Galasso;pga404
qjecon;Alessandra Fogli;pfo48
qjecon;Alla Lileeva;pli138
qjecon;Amanda Agan;pag103
qjecon;Christopher Hanes;pha665
qjecon;Christopher Harris;pha589
qjecon;Claudia Persico;ppe920
qjecon;David Evans;pev9
qjecon;David Evans;pev50
qjecon;David Lopez Salido;plo26
qjecon;Dean P Foster;pfo59
qjecon;Erik Snowberg;psn15
qjecon;Eugene Kandel;pka128
qjecon;Federico Boffa;pbo605
qjecon;Federico Ravenna;pra416
qjecon;Fernando Alvarez;pal356
qjecon;Glenn MacDonald;pma84
qjecon;H Peyton Young;pyo43
qjecon;Iris Bohnet;pbo282
qjecon;Jean Boivin;pbo43
qjecon;Jialan Wang;pwa486
qjecon;John H Tyler;pty2
qjecon;John Morgan;pmo131
qjecon;John Morgan;pmo471
qjecon;Jonathan Guryan;pgu126
qjecon;Jordi Gali;pga43
qjecon;Kevin J Murphy;pmu30
qjecon;Kevin J Murphy;pmu108
qjecon;Leigh Linden;pli719
qjecon;Massimo Rostagno;pro107
qjecon;Nicholas S Souleles;pso104
qjecon;Nicola Persico;ppe261
qjecon;Patrick Sun;psu453
qjecon;Petra E Todd;pto286
qjecon;R Glenn Hubbard;phu97
qjecon;Ran Abramitzky;pab108
qjecon;Raquel Fernandez;pfe17
qjecon;Robert G King;pki21
qjecon;Roberto Perotti;ppe66
qjecon;Shawn Cole;pco530
qjecon;Simon Johnson;pjo44
qjecon;Stefano Fiorin;pfi338
qjecon;Veronica Guerrieri;pgu220
qjecon;Wesley Yin;pyi79
qjecon;Xavier Sala i Martin;psa510
restud;A W Beggs;pbe253
restud;Aaron Tornell;pto157
restud;Achyuta Adhvaryu;pad77
restud;Adeline Delavande;pde863
restud;Alain Cohn;pco713
restud;Albert S Kyle;pky6
restud;Alex Boulatov;pbo780
restud;Alexander Guembel;pgu286
restud;Alfredo di Tillio;pdi120
restud;Allan Timmermann;pti8
restud;Andres Santos;psa1618
restud;Andrew B Abel;pab10
restud;Andrew Beath;pbe731
restud;Andrew D Foster;pfo3
restud;Anna Piil Damm;pda75
restud;Anne Sibert;psi80
restud;Anton Kolotilin;pko599
restud;Axel Anderson;pan313
restud;Aysegul Sahin;psa123
restud;B D Bernheim;pbe81
restud;Benjamin Enke;pen106
restud;Benjamin F Jones;pjo400
restud;Bernardino Adao;pad9
restud;Berthold Herrendorf;phe219
restud;Bhaven N Sampat;psa1696
restud;Burhanettin Kuruscu;pku17
restud;C Martinelli;pma199
restud;Charles H Whiteman;pwh13
restud;Christian Hansen;pha982
restud;Christopher Harris;pha589
restud;Coen N Teulings;pte85
restud;Cosmin L Ilut;pil25
restud;Daniel Yi Xu;pxu119
restud;David Berger;pbe977
restud;David M Frankel;pfr97
restud;David McAdams;pmc52
restud;Dawit Zerom;pze48
restud;Denis Tkachenko;ptk12
restud;E D Gould;pgo104
restud;Ehud Lehrer;ple55
restud;Emi Nakamura;pna121
restud;Erik Mohlin;pmo564
restud;Esther Duflo;pdu166
restud;Fabio Maccheroni;pma1437
restud;Fernando Alvarez;pal356
restud;Fernando Vega Redondo;pve144
restud;Francesca Carapella;pca1029
restud;Francois Ortalo Magne;por21
restud;G B Gorton;pgo458
restud;Gene M Grossman;pgr21
restud;Georgy Egorov;peg15
restud;Giacomo De Giorgi;pde483
restud;Gian Luca Clementi;pcl12
restud;Giovanni Cespa;pce1
restud;Giuseppe Lopomo;plo38
restud;Harold L Cole;pco70
restud;Hector Chade;pch1361
restud;Heidrun C Hoppe;pho204
restud;Hugo A Hopenhayn;pho217
restud;Hunt Allcott;pal171
restud;Ian W Martin;pma1585
restud;In Koo Cho;pch1518
restud;Isis Durrmeyer;pdu437
restud;J M C Santos Silva;psa51
restud;James C Mac Gee;pma48
restud;James J Anton;pan128
restud;James Levinsohn;ple386
restud;Jaume Ventura;pve110
restud;Jean Boivin;pbo43
restud;Jesper Bagger;pba874
restud;Jesse M Cunha;pcu119
restud;Jiahua Che;pch369
restud;Jie Cai;pca1289
restud;Jinwoo Kim;pki188
restud;Joel L Horowitz;pho36
restud;Joel Sobel;pso40
restud;John K Dagsvik;pda154
restud;John Rust;pru5
restud;Jordi Gali;pga43
restud;Jose Antonio Rodriguez Lopez;pro366
restud;Joseba Martinez;pma2854
restud;Joseph P Lupton;plu123
restud;Karthik Kalyanaraman;pka746
restud;Ken Yamada;pya213
restud;Kenneth Burdett;pbu202
restud;Kim Sau Chung;pch330
restud;Klaus Ritzberger;pri68
restud;Kristine Vasiljeva;pva777
restud;Kristof Madarasz;pma1551
restud;Larbi Alaoui;pal299
restud;Larry Samuelson;psa80
restud;Laurence R Iannaccone;pia4
restud;Lawrence J Christiano;pch45
restud;Ludovic Renou;pre3
restud;M Utku Unver;pun2
restud;Maarten C W Janssen;pja238
restud;Marianne Bertrand;pbe697
restud;Mark Aguiar;pag57
restud;Martin M Andreasen;pan383
restud;Martin Strobel;pst403
restud;Max R Blouin;pbl5
restud;Moritz Meyer Ter Vehn;pme270
restud;Nan Li;pli406
restud;Nicola Fuchs Schundeln;pfu121
restud;Oeindrila Dube;pdu179
restud;Owen Zidar;pzi93
restud;P Randall Walsh;pwa222
restud;Paola Bordon;pbo868
restud;Patrick Bayer;pba636
restud;Paul B Ellickson;pel140
restud;Paul Ehling;peh20
restud;Pedro Bordalo;pbo515
restud;Per Krusell;pkr102
restud;Peter Arcidiacono;par211
restud;Peter Bossaerts;pbo132
restud;Phillip Leslie;ple710
restud;Pierre Daniel Sarte;psa30
restud;Pontus Rendahl;pre110
restud;R Anton Braun;pbr414
restud;R Preston Mcafee;pmc32
restud;Rafael Rob;pro566
restud;Randall Wright;pwr2
restud;Rasmus Lentz;ple474
restud;Ravi Bansal;pba818
restud;Robert G King;pki21
restud;Robert M Townsend;pto99
restud;Rudy Loo Kung;plo100
restud;Rui Albuquerque;pal94
restud;Rui Castro;pca41
restud;Saeed Ur Rehman;pre265
restud;Sandra E Black;pbl92
restud;Santosh Anagol;pan160
restud;Scott Cunningham;pcu101
restud;Sen Dong;pdo68
restud;Shanjun Li;pli535
restud;Shannon Seitz;pse14
restud;Shengxing Zhang;pzh152
restud;Sheridan Titman;pti51
restud;Sissel Jensen;pje12
restud;Siyang Xiong;pxi113
restud;Stephen Bond;pbo9
restud;Stephen G Donald;pdo313
restud;Steven N Kaplan;pka426
restud;Theresa Osborne;pos15
restud;Thomas J Holmes;pho45
restud;Thomas Mariotti;pma1276
restud;Tim Bollerslev;pbo66
restud;Tim Worrall;pwo43
restud;Tommaso Valletti;pva219
restud;Tymon Tatur;pta241
restud;Ulrike Malmendier;pma1397
restud;V V Chari;pch40
restud;Valentina Corradi;pco129
restud;Veronica Guerrieri;pgu220
restud;Vincenzo Quadrini;pqu2
restud;Virgiliu Midrigan;pmi156
restud;W Reed Walker;pwa410
restud;Wei Li;pli922
restud;Wei Xiong;pxi88
restud;Wolfram Schlenker;psc210
restud;Xiaoyan Fan;pfa524
restud;Xu Cheng;pch634
restud;Yi Chun Chen;pyi3
restud;Zheng Fang;pfa257
restud;Zvika Neeman;pne31
