aer	David Autor	pau9
aer	David Cesarini	pce28
aer	David Crainich	pcr101
aer	David de la Croix	pde44
aer	David Dollar	pdo54
aer	David Dorn	pdo78
aer	David E Card	pca271
aer	David E M Sappington	psa323
aer	David Figlio	pfi57
aer	David Genesove	pge30
aer	David Gill	pgi59
aer	David Guy Atkin	pat68
aer	David Hemous	phe470
aer	David Huffman	phu45
aer	David Isaac Laibson	pla164
aer	David J Berri	pbe346
aer	David J Deming	pde497
aer	David Jacob Cooper	pco508
aer	David L Hummels	phu100
aer	David Lagakos	pla492
aer	David Malin Roodman	pro120
aer	David Martimort	pma1390
aer	David Masclet	pma535
aer	David McAdams	pmc52
aer	David McKenzie	pmc29
aer	David N Weil	pwe24
aer	David Neumark	pne16
aer	David Perez Castrillo	ppe17
aer	David Peter Myatt	pmy7
aer	David Rahman	pra219
aer	David Romer	pro406
aer	David Scharfstein	psc177
aer	David Schmeidler	psc61
aer	David Stromberg	pst689
aer	David Thesmar	pth258
aer	David W Harless	pha290
aer	David Walter Galenson	pga428
aer	David Weinstein	pwe34
aer	David Wettstein	pwe281
aer	David Wildasin	pwi3
aer	David Yves Albouy	pal128
aer	Davide Cantoni	pca549
aer	Dayanand Manoli	pma1770
aer	Dean Lueck	plu157
aer	Dean Robert Hyslop	phy11
aer	Dean S Karlan	pka56
aer	Dean Yang	pya75
aer	Debraj Ray	pra6
aer	Denise Donna Hawkes	pha230
aer	Dennis Epple	pep21
aer	Devesh Rustagi	pru311
aer	Dharmesh Patel	ppa179
aer	Diego Comin	pco55
aer	Diego Puga	ppu2
aer	Diego Restuccia	pre7
aer	Dieter Balkenborg	pba181
aer	Dilip Mookherjee	pmo51
aer	Dina D Pomeranz	ppo414
aer	Dirk Bergemann	pbe258
aer	Dirk Engelmann	pen12
aer	Dirk Krueger	pkr7
aer	Dirk Sliwka	psl18
aer	Dmitriy L Stolyarov	pst142
aer	Dmitry Taubinsky	pta756
aer	Doireann Fitzgerald	pfi76
aer	Dolors Berga	pbe519
aer	Domenico Giannone	pgi49
aer	Domenico Menicucci	pme217
aer	Dominic Rohner	pro229
aer	Dominique Goux	pgo304
aer	Donald P Morgan	pmo418
aer	Donald R Davis	pda33
aer	Dora L Costa	pco358
aer	Dorothe Bonjour	pbo753
aer	Doug Staiger	pst466
aer	Douglas Almond	pal938
aer	Douglas Gale	pga41
aer	Douglas W Diamond	pdi80
aer	Drew Fudenberg	pfu49
aer	Duncan Thomas	pth20
aer	Eckhard Janeba	pja312
aer	Ed Hopkins	pho86
aer	Eddie Dekel	pde118
aer	Edi Karni	pka445
aer	Edmund S Phelps	pph34
aer	Edmund Stuart Cannon	pca128
aer	Eduardo Levy Yeyati	ple99
aer	Eduardo M Azevedo	paz52
aer	Eduardo M R A Engel	pen3
aer	Edward Andrew Miguel	pmi499
aer	Edward C Prescott	ppr10
aer	Edward Herbst	phe363
aer	Edward John Driffill	pdr24
aer	Edward Kutsoati	pku32
aer	Edward Lazear	pla64
aer	Edward Ludwig Glaeser	pgl9
aer	Edward Schlee	psc74
aer	Edward Vytlacil	pvy2
aer	Edwin Leuven	ple65
aer	Edwin Woodrow Eckard	pec38
aer	Efe A Ok	pok13
aer	Efraim Benmelech	pbe459
aer	Egon Zakrajsek	pza207
aer	Ekaterina Zhuravskaya	pzh71
aer	Elhanan Helpman	phe205
aer	Eliana La Ferrara	pla68
aer	Elias Papaioannou	ppa701
aer	Elinor Ostrom	pos55
aer	Elira Kuka	pku394
aer	Elisabet Rutstrom	pru237
aer	Elisabeth Sadoulet	psa843
aer	Elizabeth M King	pki497
aer	Ellen R McGrattan	pmc46
aer	Elmar Mertens	pme274
aer	Emi Nakamura	pna121
aer	Emilia Simeonova	psi303
aer	Emily Oster	pos39
aer	Emin Dinlersoz	pdi19
aer	Emmanuel Farhi	pfa207
aer	Emmanuel Saez	psa117
aer	Emmanuelle Auriol	pau5
aer	Enghin Atalay	pat77
aer	Enlinson Mattos	pma932
aer	Enrico Moretti	pmo392
aer	Enrico Perotti	ppe58
aer	Enrico Rettore	pre449
aer	Enrico Spolaore	psp27
aer	Enrique G Mendoza	pme30
aer	Enriqueta Aragones	par170
aer	Eran Yashiv	pya27
aer	Erhan Artuc	par221
aer	Eric A Hanushek	pha97
aer	Eric B Rasmusen	pra42
aer	Eric Baird French	pfr203
aer	Eric D Gould	pgo104
aer	Eric Fisher	pfi7
aer	Eric Glen Weyl	pwe266
aer	Eric J Bartelsman	pba253
aer	Eric Jan Van den Steen	pva91
aer	Eric Leeper	ple3
aer	Eric Maurin	pma182
aer	Eric P Bettinger	pbe413
aer	Eric Rosengren	pro88
aer	Eric S Maskin	pma498
aer	Eric Sims	psi336
aer	Eric T Swanson	psw16
aer	Eric van Wincoop	pva387
aer	Eric Verhoogen	pve68
aer	Erich Battistin	pba163
aer	Erik Hornung	pho317
aer	Erik Hurst	phu87
aer	Erik Lindqvist	pli309
aer	Erik Olson Kimbrough	pki265
aer	Erik Plug	ppl8
aer	Erik Srensen	psr18
aer	Erik Stafford	pst291
aer	Erik Wengstrom	pwe90
aer	Erin T Mansur	pma874
aer	Erkut Y Ozbay	poz17
aer	Ernan Haruvy	pha1186
aer	Ernesto Schargrodsky	psc348
aer	Ernst Fehr	pfe29
aer	Erwin Bulte	pbu155
aer	Erzo F P Luttmer	plu27
aer	Espen R Moen	pmo334
aer	Esteban Matias Aucejo	pau80
aer	Esteban Rossi Hansberg	pro72
aer	Estelle Cantillon	pca359
aer	Esther Duflo	pdu166
aer	Etienne Gagnon	pga285
aer	Etienne Wasmer	pwa73
aer	Eugenio J Miravete	pmi538
aer	Eyal Winter	pwi55
aer	Ezra Oberfield	pob33
aer	F Andrew Hanssen	pha576
aer	Fabian Herweg	phe256
aer	Fabian Kindermann	pki190
aer	Fabian Waldinger	pwa360
aer	Fabiano Schivardi	psc82
aer	Fabien Postel Vinay	ppo9
aer	Fabio Schiantarelli	psc8
aer	Fabio Tufano	ptu86
aer	Fabrice Le Lec	ple573
aer	Fabrizio Perri	ppe52
aer	Fabrizio Zilibotti	pzi3
aer	Farley Grubb	pgr272
aer	Fatih Guvenen	pgu24
aer	Federico Echenique	pec5
aer	Federico Etro	pet16
aer	Federico Sturzenegger	pst825
aer	Felix Kubler	pku6
aer	Felix Tintelnot	pti73
aer	Felix Vardy	pva202
aer	Ferdinando Monte	pmo470
aer	Fernanda Nechio	pne215
aer	Fernando Broner	pbr162
aer	Filip Matejka	pma1291
aer	Filipe Campante	pca428
aer	Finn E Kydland	pky2
aer	Firouz Gahvari	pga233
aer	Flip Klijn	pkl6
aer	Florian Jung	pju89
aer	Florian Scheuer	psc147
aer	Florian Schulz	psc688
aer	Francesca Cornaglia	pco214
aer	Francesca Molinari	pmo433
aer	Francesco Bianchi	pbi171
aer	Francesco Caselli	pca205
aer	Francesco De Sinopoli	pde261
aer	Francesco Decarolis	pde612
aer	Francesco Lippi	pli62
aer	Francesco Squintani	psq1
aer	Francesco Trebbi	ptr40
